code postal;no2_moyenne;no2_min;no2_max;nb_stops;distance_moyenne;co2_hebdo_moyen;no2_par_habitant;no2_par_salarie;nbr_salarie_par_code_postal;co2_par_km
92026;18.018591549295774;5.3;55.0;159.0;15.894135206343554;3063.6482544638025;0.00022104361780872188;0.00014243045142833477;126508.0;192.75337819204287
92036;18.903661971830985;0.0;67.0;260.0;14.78099744591273;7865.7128725093935;0.0003825877751837884;0.00042366843658152325;44619.0;532.1503437972947
92200;19.07577464788732;4.4;64.0;0.0;0.0;0.0;0.0;inf;0.0;0.0
