stop_name;stop_lon;stop_lat;shortName;mode;Pointgeo;Nom_commune;code postal
Universitï¿½ Paris 10;2.210120647476075;48.90554095269864;304;Bus;48.905540952698644, 2.210120647476075;Nanterre;92050
Hï¿½pital de Nanterre;2.22396281671205;48.91226842803832;304;Bus;48.912268428038324, 2.22396281671205;Nanterre;92050
Tour d'Auvergne;2.2440459098084267;48.926426090401215;304;Bus;48.926426090401215, 2.2440459098084267;Colombes;92025
Freycinet;2.2766686301235013;48.92805734089179;304;Bus;48.92805734089179, 2.2766686301235013;Asniï¿½res-sur-Seine;92004
Gramme;2.267144906762406;48.92495983388213;304;Bus;48.92495983388213, 2.267144906762406;Colombes;92025
Mairie;2.2545206926998738;48.92308334746646;304;Bus;48.92308334746646, 2.2545206926998738;Colombes;92025
Tour d'Auvergne;2.24362325995538;48.92639644417731;304;Bus;48.92639644417731, 2.24362325995538;Colombes;92025
Hï¿½pital Louis Mourier;2.235697957416721;48.923333477690726;304;Bus;48.923333477690726, 2.2356979574167215;Colombes;92025
Parc Pierre Lagravï¿½re;2.2245424809854693;48.91823464863638;304;Bus;48.91823464863638, 2.2245424809854693;Colombes;92025
Les Ormes;2.2189037569423795;48.910257043826405;304;Bus;48.910257043826405, 2.2189037569423795;Nanterre;92050
Jean Baillet;2.206700105765315;48.90261351915357;304;Bus;48.90261351915357, 2.206700105765315;Nanterre;92050
Nanterre - Universitï¿½ RER;2.2128798567579437;48.900801673810406;304;Bus;48.900801673810406, 2.2128798567579433;Nanterre;92050
Prï¿½fecture des Hauts-de-Seine;2.214802469857548;48.89542729834034;304;Bus;48.895427298340344, 2.214802469857548;Nanterre;92050
Nanterre - Place de la Boule;2.2063280139191384;48.88675577309716;304;Bus;48.88675577309716, 2.2063280139191384;Nanterre;92050
Antonypï¿½le;2.3138804115808544;48.73397521524269;319;Bus;48.733975215242694, 2.3138804115808544;Antony;92002
Lycï¿½e Monod;2.308401942727203;48.73490601341463;319;Bus;48.73490601341463, 2.308401942727203;Antony;92002
Gare de Rueil-Malmaison;2.17311693128298;48.88699868039152;B;Bus;48.886998680391514, 2.17311693128298;Rueil-Malmaison;92063
Maison Blanche;2.298320340685529;48.8112441689379;323;Bus;48.8112441689379, 2.298320340685529;Chï¿½tillon;92020
Rond-Point Gagarine;2.294347121542554;48.81202124293768;323;Bus;48.812021242937675, 2.294347121542554;Malakoff;92046
Jean Mermoz;2.2914197479344445;48.8089819643078;323;Bus;48.8089819643078, 2.2914197479344445;Chï¿½tillon;92020
Clos Montholon;2.278872279976466;48.81435726513412;323;Bus;48.81435726513412, 2.278872279976466;Malakoff;92046
Maurice Arnoux;2.307340898421492;48.81081110049005;323;Bus;48.81081110049005, 2.3073408984214914;Montrouge;92049
Chï¿½tillon - Montrouge - Mï¿½tro;2.305541263412102;48.81097154475031;323;Bus;48.81097154475031, 2.3055412634121026;Montrouge;92049
Chï¿½tillon - Montrouge;2.2997968075393267;48.81182843670911;323;Bus;48.811828436709106, 2.2997968075393267;Malakoff;92046
Maurice Arnoux;2.308488012059005;48.81056591131309;323;Bus;48.810565911313084, 2.308488012059005;Bagneux;92007
Cimetiï¿½re de Bagneux;2.3133821870731928;48.81014442421753;323;Bus;48.81014442421753, 2.3133821870731928;Bagneux;92007
Moulin de Cage;2.3025172813888948;48.93117825578757;340;Bus;48.93117825578757, 2.3025172813888948;Gennevilliers;92036
Les Barbanniers;2.3042681704633448;48.93701584663214;340;Bus;48.93701584663214, 2.3042681704633448;Gennevilliers;92036
Darse nï¿½5;2.29446080301755;48.94150891765015;340;Bus;48.94150891765015, 2.29446080301755;Gennevilliers;92036
Centre de Vie;2.276855902588536;48.93716834192305;340;Bus;48.93716834192305, 2.276855902588536;Gennevilliers;92036
Les Barbanniers;2.3035557082687905;48.9361933547762;340;Bus;48.9361933547762, 2.3035557082687905;Gennevilliers;92036
Rond-Point Pierre Timbaud;2.3026162723944084;48.93397563503379;340;Bus;48.93397563503379, 2.3026162723944084;Gennevilliers;92036
Victor Hugo - Sanzillon;2.319840398873429;48.90383105620492;341;Bus;48.90383105620492, 2.319840398873429;Clichy;92024
Hï¿½pital Beaujon;2.3075585255025106;48.90825725776611;341;Bus;48.90825725776611, 2.3075585255025106;Clichy;92024
Chance - Milly;2.3025322885660646;48.89849747873551;341;Bus;48.89849747873551, 2.3025322885660646;Clichy;92024
Alsace;2.299712492154264;48.89314803065179;341;Bus;48.89314803065179, 2.299712492154264;Levallois-Perret;92044
Bateliers;2.3036701901530763;48.907245472004135;341;Bus;48.907245472004135, 2.3036701901530763;Clichy;92024
Cimetiï¿½re;2.312834958341044;48.90851247097733;341;Bus;48.90851247097733, 2.312834958341044;Clichy;92024
Citroï¿½n;2.316300486950583;48.90434149837644;341;Bus;48.90434149837644, 2.316300486950583;Clichy;92024
Montretout;2.214330623104897;48.84715590318639;360;Bus;48.84715590318639, 2.214330623104897;Saint-Cloud;92064
Val d'Or;2.2134667005555198;48.860155086512414;360;Bus;48.860155086512414, 2.2134667005555193;Suresnes;92073
Edouard Vaillant;2.2133644408380784;48.86421952608438;360;Bus;48.86421952608438, 2.2133644408380784;Suresnes;92073
Libertï¿½ - Plaideurs;2.2201963403775755;48.88044357811935;360;Bus;48.88044357811935, 2.2201963403775755;Suresnes;92073
Les Bergï¿½res;2.226030152948147;48.88426767009345;360;Bus;48.88426767009345, 2.226030152948147;Puteaux;92062
Les Bouvets;2.2367784891777567;48.88874342837966;360;Bus;48.88874342837966, 2.2367784891777567;Puteaux;92062
Les Graviers;2.233234161742528;48.88771352599465;360;Bus;48.88771352599465, 2.2332341617425278;Puteaux;92062
Mont Valï¿½rien;2.217618821557393;48.87502168052116;360;Bus;48.87502168052116, 2.2176188215573935;Suresnes;92073
Val d'Or;2.214536678342652;48.8578957183873;360;Bus;48.857895718387304, 2.214536678342652;Saint-Cloud;92064
Marie Bonaparte;2.2157753270579748;48.85347896168537;360;Bus;48.85347896168537, 2.2157753270579748;Saint-Cloud;92064
Le Parc;2.162081004457176;48.871938736623314;259;Bus;48.871938736623314, 2.1620810044571757;Rueil-Malmaison;92063
Le Chï¿½teau;2.1677909387063736;48.87465865655084;259;Bus;48.87465865655084, 2.1677909387063736;Rueil-Malmaison;92063
Gabriel Pï¿½ri;2.188865953837512;48.88277156356569;259;Bus;48.88277156356569, 2.188865953837512;Rueil-Malmaison;92063
Sadi Carnot - Joliot Curie;2.2044551353310307;48.888838808603566;259;Bus;48.888838808603566, 2.2044551353310307;Nanterre;92050
Marcel Paul - Prï¿½fecture;2.2172614116135554;48.89608192230312;259;Bus;48.89608192230312, 2.2172614116135554;Nanterre;92050
17 octobre 1961;2.2170134418452063;48.89805883191647;259;Bus;48.89805883191647, 2.2170134418452063;Nanterre;92050
Nanterre - Universitï¿½ RER;2.2128798567579437;48.900801673810406;259;Bus;48.900801673810406, 2.2128798567579433;Nanterre;92050
Libertï¿½;2.2137182355523777;48.89135518790734;259;Bus;48.89135518790734, 2.2137182355523777;Nanterre;92050
Carriers;2.2076385331281045;48.88756486668779;259;Bus;48.88756486668779, 2.2076385331281045;Nanterre;92050
Ecole La Malmaison;2.162997438410835;48.87260168031366;259;Bus;48.87260168031366, 2.162997438410835;Rueil-Malmaison;92063
Rï¿½sistance;2.1862865482101115;48.80959873333613;469;Bus;48.809598733336124, 2.1862865482101115;Chaville;92022
Hauts de Sï¿½vres;2.206319892171782;48.80944560447035;469;Bus;48.80944560447035, 2.206319892171782;Meudon;92048
Ermitage;2.211655912943579;48.81948223485323;469;Bus;48.81948223485323, 2.211655912943579;Sï¿½vres;92072
La Ronce;2.1899934415323106;48.8225572907213;469;Bus;48.8225572907213, 2.1899934415323106;Ville-d'Avray;92077
Porte des Hauts-de-Seine;2.157677354419817;48.81460814939463;469;Bus;48.81460814939463, 2.157677354419817;Ville-d'Avray;92077
Les Sapins Bleus;2.174938889759754;48.821069292691234;469;Bus;48.821069292691234, 2.174938889759754;Ville-d'Avray;92077
Desvalliï¿½res;2.1981471439155738;48.8255442673002;469;Bus;48.8255442673002, 2.1981471439155738;Ville-d'Avray;92077
Stade des Fontaines;2.2154491184609664;48.81721372364832;469;Bus;48.81721372364832, 2.2154491184609664;Sï¿½vres;92072
Monastï¿½re;2.18259126440279;48.82555587049882;GPSO Bus;Bus;48.82555587049882, 2.18259126440279;Ville-d'Avray;92077
Cï¿½te d'Argent;2.1968227287566857;48.823979429409256;GPSO Bus;Bus;48.823979429409256, 2.1968227287566857;Ville-d'Avray;92077
Atrium;2.1922693109373785;48.813686624276045;GPSO Bus;Bus;48.813686624276045, 2.1922693109373785;Chaville;92022
Gare de Chaville Rive Droite;2.1874476120179365;48.81199005470763;GPSO Bus;Bus;48.81199005470763, 2.1874476120179365;Chaville;92022
Bouquet;2.196603591985096;48.815217828376944;GPSO Bus;Bus;48.815217828376944, 2.1966035919850957;Chaville;92022
Jonquilles;2.191377279381779;48.81588412849003;GPSO Bus;Bus;48.81588412849003, 2.191377279381779;Chaville;92022
Monesse;2.1957509555754013;48.81928637439198;GPSO Bus;Bus;48.81928637439198, 2.1957509555754013;Chaville;92022
Gambetta - Gare;2.198730329507748;48.82748186789161;GPSO Bus;Bus;48.82748186789161, 2.1987303295077476;Sï¿½vres;92072
Gare de Chaville Rive Droite;2.1874476120179365;48.81199005470763;ChavilBus;Bus;48.81199005470763, 2.1874476120179365;Chaville;92022
Sainte-Bernadette;2.1887685039211875;48.80061251031104;ChavilBus;Bus;48.80061251031104, 2.1887685039211875;Chaville;92022
Mare Adam;2.1882418514363957;48.80208397162126;ChavilBus;Bus;48.80208397162126, 2.1882418514363953;Chaville;92022
Gare de Suresnes - Mont Valerien;2.2211924799556733;48.871276702794745;263;Bus;48.871276702794745, 2.2211924799556733;Suresnes;92073
Ombraies;2.201178320762568;48.88463505032282;263;Bus;48.88463505032282, 2.2011783207625677;Nanterre;92050
Docteur Charcot;2.1990721268225952;48.88237261611835;263;Bus;48.88237261611835, 2.1990721268225952;Nanterre;92050
Danton - Gambetta;2.1941070915220706;48.87893976152928;263;Bus;48.87893976152928, 2.1941070915220706;Rueil-Malmaison;92063
Fabre d'ï¿½glantine;2.1960603317485456;48.87783770069409;263;Bus;48.87783770069409, 2.1960603317485456;Rueil-Malmaison;92063
Rosiers;2.2075215418972616;48.87016170688013;263;Bus;48.87016170688013, 2.2075215418972616;Rueil-Malmaison;92063
Mont Valerien;2.210959868742431;48.86997757075523;263;Bus;48.86997757075523, 2.210959868742431;Rueil-Malmaison;92063
Hï¿½pital Foch;2.2208285397595757;48.870087187949785;263;Bus;48.870087187949785, 2.2208285397595753;Suresnes;92073
De Gaulle;2.2237374952718567;48.86882900659682;263;Bus;48.86882900659682, 2.2237374952718567;Suresnes;92073
Suresnes - Longchamp;2.2214894113644963;48.866916765252284;263;Bus;48.866916765252284, 2.2214894113644963;Suresnes;92073
Pont de Neuilly - Rive Gauche;2.253321334031277;48.88778651536989;157;Bus;48.88778651536989, 2.253321334031277;Courbevoie;92026
Bellini;2.250644443516912;48.885215674983584;157;Bus;48.885215674983584, 2.250644443516912;Puteaux;92062
Victor Hugo;2.231070429917397;48.88001028163144;157;Bus;48.880010281631435, 2.231070429917397;Puteaux;92062
Lannes;2.1942975540004777;48.90188321115163;157;Bus;48.90188321115163, 2.1942975540004777;Nanterre;92050
Boulevard de la Seine;2.192969433205619;48.90307937212249;157;Bus;48.90307937212249, 2.192969433205619;Nanterre;92050
Boulevard de la Seine;2.193517818987793;48.903784542975565;157;Bus;48.903784542975565, 2.1935178189877935;Nanterre;92050
Lannes;2.1943887181390758;48.90128127262671;157;Bus;48.90128127262671, 2.1943887181390753;Nanterre;92050
Maurice Thorez;2.1967850654986867;48.89361705430448;157;Bus;48.89361705430448, 2.1967850654986867;Nanterre;92050
Plainchamp;2.199072578902081;48.89032281078782;157;Bus;48.89032281078782, 2.199072578902081;Nanterre;92050
Pont de Neuilly-Mï¿½tro;2.260919945482342;48.88473094983361;157;Bus;48.88473094983361, 2.260919945482342;Neuilly-sur-Seine;92051
Soljenitsyne;2.248377142145962;48.88451796573014;158;Bus;48.88451796573014, 2.2483771421459626;Puteaux;92062
Rousselle;2.2439999903330827;48.8863790182044;158;Bus;48.886379018204394, 2.2439999903330827;Puteaux;92062
Palissy;2.2290405240873232;48.8844939410761;158;Bus;48.8844939410761, 2.2290405240873232;Puteaux;92062
Craiova;2.2210728740893493;48.88565648111456;158;Bus;48.88565648111456, 2.2210728740893493;Nanterre;92050
Les Fontenelles;2.218915721350696;48.88582229619708;158;Bus;48.88582229619708, 2.218915721350696;Nanterre;92050
Foch;2.192993601261908;48.88832143149469;158;Bus;48.88832143149469, 2.192993601261908;Nanterre;92050
Rue du Mans;2.183856948404233;48.88740512690197;158;Bus;48.887405126901974, 2.183856948404233;Rueil-Malmaison;92063
Les Goulvents;2.188597019817133;48.88777909310582;158;Bus;48.88777909310582, 2.188597019817133;Nanterre;92050
Place de la Boule - Lï¿½nine;2.199778566057131;48.88698198248119;158;Bus;48.88698198248119, 2.199778566057131;Nanterre;92050
Place de la Boule - Clï¿½menceau;2.202002629934112;48.88690689181525;158;Bus;48.88690689181525, 2.2020026299341118;Nanterre;92050
Craiova;2.221799468572249;48.885400396993965;158;Bus;48.885400396993965, 2.221799468572249;Nanterre;92050
Les Bergï¿½res - Marchï¿½;2.225158007367599;48.88514338348361;158;Bus;48.88514338348361, 2.225158007367599;Puteaux;92062
Arago - Jean Jaurï¿½s;2.2455339594665538;48.884041420065095;158;Bus;48.884041420065095, 2.2455339594665538;Puteaux;92062
Les Fontenelles;2.222323015995958;48.88869538210943;159;Bus;48.88869538210943, 2.222323015995958;Nanterre;92050
Joliot-Curie - Courbevoie;2.2127104207631816;48.89396563439196;159;Bus;48.89396563439196, 2.2127104207631816;Nanterre;92050
Gounod;2.205326814462601;48.89695661535848;159;Bus;48.896956615358484, 2.205326814462601;Nanterre;92050
Plainchamp;2.1995771879473094;48.89209788259515;159;Bus;48.89209788259515, 2.1995771879473094;Nanterre;92050
Rue des Anciennes Mairies;2.198447427202296;48.89283677609832;159;Bus;48.892836776098314, 2.1984474272022956;Nanterre;92050
Maurice Thorez;2.195630456878773;48.89419387339537;159;Bus;48.89419387339537, 2.1956304568787735;Nanterre;92050
Pascal;2.208606988937406;48.89921767383503;159;Bus;48.899217673835025, 2.208606988937406;Nanterre;92050
Soufflot;2.2133459016168398;48.897944864403;159;Bus;48.897944864403, 2.2133459016168393;Nanterre;92050
Les Bouvets;2.2367784891777567;48.88874342837966;159;Bus;48.88874342837966, 2.2367784891777567;Puteaux;92062
Montretout;2.214330623104897;48.84715590318639;160;Bus;48.84715590318639, 2.214330623104897;Saint-Cloud;92064
La Bï¿½rangï¿½re;2.211208856718802;48.85713634920165;160;Bus;48.85713634920165, 2.2112088567188026;Saint-Cloud;92064
Mont Valï¿½rien;2.2178543638532737;48.87477140173054;160;Bus;48.87477140173054, 2.2178543638532737;Suresnes;92073
Calvaire - Mairie Annexe;2.207015430144628;48.88012316603578;160;Bus;48.88012316603578, 2.2070154301446276;Nanterre;92050
Paul Bert;2.20066803332007;48.89655688350349;160;Bus;48.89655688350349, 2.20066803332007;Nanterre;92050
Balzac - Zola;2.2104669781100257;48.89440053165767;160;Bus;48.894400531657666, 2.2104669781100257;Nanterre;92050
Marcel Paul - Prï¿½fecture;2.2172614116135554;48.89608192230312;160;Bus;48.89608192230312, 2.2172614116135554;Nanterre;92050
Paul Bert;2.200707154373542;48.89667405808017;160;Bus;48.89667405808017, 2.200707154373542;Nanterre;92050
Rue des Anciennes Mairies;2.198339295334156;48.89277309860709;160;Bus;48.892773098607094, 2.1983392953341556;Nanterre;92050
Plainchamp;2.199072578902081;48.89032281078782;160;Bus;48.89032281078782, 2.199072578902081;Nanterre;92050
Cluseret - Hï¿½pital Foch;2.217320070604224;48.869497704015686;160;Bus;48.869497704015686, 2.217320070604224;Suresnes;92073
Chevrillon;2.219336630707037;48.84592055730606;160;Bus;48.84592055730606, 2.2193366307070366;Saint-Cloud;92064
Chartres - Blanchard;2.2925177654003264;48.79629792940303;162;Bus;48.796297929403025, 2.2925177654003264;Bagneux;92007
Rue des Olivettes;2.307451479087984;48.79735675253136;162;Bus;48.797356752531364, 2.307451479087984;Bagneux;92007
Les Iris;2.312481243924072;48.797916438740735;162;Bus;48.797916438740735, 2.312481243924072;Bagneux;92007
Martyrs de Chateaubriant - Mï¿½tro / Bagneux Lucie Aubrac;2.3185028318213305;48.80176438059525;162;Bus;48.80176438059525, 2.3185028318213305;Bagneux;92007
Chartres - Blanchard;2.29231418712775;48.79625175387307;162;Bus;48.79625175387307, 2.29231418712775;Chï¿½tillon;92020
Pierrelais - Fontenay;2.2878666646825025;48.79794320014121;162;Bus;48.79794320014121, 2.2878666646825025;Chï¿½tillon;92020
Jeanne d'Arc;2.2787279438099355;48.80116223112032;162;Bus;48.80116223112032, 2.2787279438099355;Chï¿½tillon;92020
Marguerite Renaudin;2.269152034188405;48.80149080689943;162;Bus;48.80149080689943, 2.2691520341884055;Clamart;92023
Les Fontenelles;2.222323015995958;48.88869538210943;163;Bus;48.88869538210943, 2.222323015995958;Nanterre;92050
Sadi Carnot - Joliot Curie;2.205012220710844;48.88986775598035;163;Bus;48.88986775598035, 2.205012220710844;Nanterre;92050
Les Chailliers;2.204511864113705;48.87798409471506;163;Bus;48.87798409471506, 2.204511864113705;Nanterre;92050
8 mai 1945;2.2032596458071887;48.8707090008148;163;Bus;48.8707090008148, 2.2032596458071887;Rueil-Malmaison;92063
Villiers - Bineau;2.282503957617673;48.88693070980957;163;Bus;48.88693070980957, 2.282503957617673;Neuilly-sur-Seine;92051
Pont Bineau;2.2640145590063305;48.89734065933379;163;Bus;48.89734065933379, 2.2640145590063305;Courbevoie;92026
Paix - Verdun;2.2605694221166206;48.90077284820092;163;Bus;48.900772848200916, 2.2605694221166206;Courbevoie;92026
Fernand Lï¿½ger;2.219759903273961;48.88955106586585;163;Bus;48.88955106586585, 2.219759903273961;Nanterre;92050
Les Fontenelles;2.223634408473987;48.88855100468791;163;Bus;48.888551004687905, 2.223634408473987;Nanterre;92050
Les Terrasses;2.227030721628686;48.89494926539806;163;Bus;48.89494926539806, 2.2270307216286866;Nanterre;92050
Marcel Paul;2.218206655449689;48.89671762957447;163;Bus;48.89671762957447, 2.218206655449689;Nanterre;92050
Arras;2.2257341346725465;48.901425060125455;163;Bus;48.901425060125455, 2.2257341346725465;Nanterre;92050
Souvenir Franï¿½ais;2.249141598025648;48.90621460058363;163;Bus;48.90621460058363, 2.249141598025648;La Garenne-Colombes;92035
Plaisance;2.252476515922365;48.90578579909147;163;Bus;48.90578579909147, 2.252476515922365;La Garenne-Colombes;92035
Pont Bineau;2.263411901656581;48.89751681950246;163;Bus;48.89751681950246, 2.263411901656581;Courbevoie;92026
Chï¿½zy;2.273336948195404;48.88907879329536;163;Bus;48.889078793295354, 2.273336948195404;Neuilly-sur-Seine;92051
Fï¿½lix Faure;2.2529002797612896;48.91523127230517;164;Bus;48.91523127230517, 2.2529002797612896;Colombes;92025
Les Saules;2.2450520154268263;48.93045231808275;164;Bus;48.93045231808275, 2.2450520154268263;Colombes;92025
Robert Schuman;2.246597107441899;48.92837566084872;164;Bus;48.928375660848715, 2.246597107441899;Colombes;92025
Europe;2.2562135215297263;48.904900748649126;164;Bus;48.904900748649126, 2.2562135215297263;Courbevoie;92026
Fleming;2.2796388769664486;48.93236488403218;165;Bus;48.93236488403218, 2.2796388769664486;Asniï¿½res-sur-Seine;92004
Mourinoux;2.274891460019261;48.932183373595166;165;Bus;48.932183373595166, 2.274891460019261;Asniï¿½res-sur-Seine;92004
Rue de la Station / Asniï¿½res-sur-Seine;2.2856790758135976;48.90698665017311;165;Bus;48.90698665017311, 2.2856790758135976;Asniï¿½res-sur-Seine;92004
Collange;2.288255164369324;48.89917790549151;165;Bus;48.899177905491506, 2.288255164369324;Levallois-Perret;92044
Jules Guesde;2.2896480674922586;48.8970637720216;165;Bus;48.8970637720216, 2.2896480674922586;Levallois-Perret;92044
Collange;2.294003228551433;48.89878025306013;165;Bus;48.898780253060124, 2.294003228551433;Levallois-Perret;92044
Comï¿½te;2.284301775078975;48.91289591643893;165;Bus;48.912895916438934, 2.284301775078975;Asniï¿½res-sur-Seine;92004
Rue des Champs;2.2827504677004344;48.91556658482122;165;Bus;48.91556658482122, 2.2827504677004344;Asniï¿½res-sur-Seine;92004
Quatre Routes;2.2728414916583737;48.927485605185765;165;Bus;48.927485605185765, 2.2728414916583737;Asniï¿½res-sur-Seine;92004
Avenue Louis Roche - Nï¿½115-116;2.3142814414144994;48.92712737411553;166;Bus;48.92712737411553, 2.3142814414144994;Gennevilliers;92036
Avenue du Vieux Chemin de Saint-Denis;2.3125082193693207;48.93221621690675;166;Bus;48.93221621690675, 2.3125082193693207;Gennevilliers;92036
Gennevilliers RER;2.307033393772299;48.933353766028496;166;Bus;48.933353766028496, 2.307033393772299;Gennevilliers;92036
Champs Fourgons;2.302806995710576;48.94215128197924;166;Bus;48.942151281979235, 2.302806995710576;Gennevilliers;92036
Avenue du Vieux Chemin de Saint-Denis;2.312251282148497;48.93203488408609;166;Bus;48.93203488408609, 2.312251282148497;Gennevilliers;92036
Avenue Louis Roche - Nï¿½115-116;2.3148058230259694;48.92668971808456;166;Bus;48.92668971808456, 2.3148058230259694;Gennevilliers;92036
Parc Pierre Lagravï¿½re;2.2424194745932384;48.93033678176163;167;Bus;48.93033678176163, 2.2424194745932384;Colombes;92025
Rhin et Danube;2.2571507109841016;48.92335148723843;167;Bus;48.92335148723843, 2.2571507109841016;Colombes;92025
Moulin des Bruyï¿½res;2.261581267551612;48.90637287294819;167;Bus;48.90637287294819, 2.2615812675516116;Courbevoie;92026
Place Mermoz;2.27495343247361;48.90227272534423;167;Bus;48.90227272534423, 2.27495343247361;Courbevoie;92026
Moulin des Bruyï¿½res;2.262147828093584;48.906826023967234;167;Bus;48.906826023967234, 2.262147828093584;Bois-Colombes;92009
Cloarec - Piscine;2.265468336341768;48.91321359035218;167;Bus;48.91321359035218, 2.2654683363417676;Bois-Colombes;92009
Hï¿½tel de Ville;2.267983328229876;48.91386749669834;167;Bus;48.91386749669834, 2.2679833282298762;Bois-Colombes;92009
Rhin et Danube;2.256469966348417;48.923239348212284;167;Bus;48.923239348212284, 2.256469966348417;Colombes;92025
Pont de Sï¿½vres;2.229596586049857;48.82939352539616;169;Bus;48.829393525396156, 2.2295965860498574;Boulogne-Billancourt;92012
Musï¿½e de Sï¿½vres;2.2247684758835886;48.82795028921544;169;Bus;48.82795028921544, 2.2247684758835886;Sï¿½vres;92072
Parc de Saint-Cloud;2.219320427502566;48.82608009618672;169;Bus;48.826080096186715, 2.219320427502566;Sï¿½vres;92072
Jeanne d'Arc;2.231841936403529;48.81660964144067;169;Bus;48.81660964144067, 2.231841936403529;Meudon;92048
Trivaux - Vertugadins;2.234422040444018;48.80320713176789;169;Bus;48.80320713176789, 2.234422040444018;Meudon;92048
Verdi;2.265009095845711;48.8172318471346;169;Bus;48.8172318471346, 2.265009095845711;Issy-les-Moulineaux;92040
Rue du Fort;2.274482670080359;48.819574156583066;169;Bus;48.819574156583066, 2.274482670080359;Issy-les-Moulineaux;92040
Mairie d'Issy;2.272714741276824;48.824267210272566;169;Bus;48.824267210272566, 2.2727147412768236;Issy-les-Moulineaux;92040
Gare de Clamart;2.2718423964232404;48.81455749362238;169;Bus;48.81455749362238, 2.2718423964232404;Issy-les-Moulineaux;92040
Galliera - Saint-Philippe;2.2482182570962608;48.807674788102986;169;Bus;48.807674788102986, 2.2482182570962608;Meudon;92048
Paul Bert;2.2468461509514577;48.8102834055438;169;Bus;48.8102834055438, 2.2468461509514577;Meudon;92048
Brimborion - Division Leclerc;2.2212707793212725;48.8231787875632;169;Bus;48.823178787563194, 2.2212707793212725;Sï¿½vres;92072
Parc de Saint-Cloud;2.2198315358870118;48.82651513849003;169;Bus;48.82651513849003, 2.2198315358870113;Sï¿½vres;92072
Pont de Sï¿½vres;2.2302768440546314;48.82945186864603;169;Bus;48.82945186864603, 2.2302768440546314;Boulogne-Billancourt;92012
Collï¿½ge Jean Moulin;2.184112593416625;48.81103196011067;171;Bus;48.81103196011067, 2.1841125934166254;Chaville;92022
Pointe de Chaville;2.1847505706200003;48.805936671960254;171;Bus;48.805936671960254, 2.1847505706200003;Chaville;92022
Mairie;2.1890412856023174;48.80933863611729;171;Bus;48.80933863611729, 2.1890412856023174;Chaville;92022
Musï¿½e de Sï¿½vres;2.2233351312543;48.82723946676704;171;Bus;48.82723946676704, 2.2233351312543;Sï¿½vres;92072
Sï¿½vres Rive Gauche / Mairie;2.213727486104666;48.82481128889153;171;Bus;48.82481128889153, 2.213727486104666;Sï¿½vres;92072
Marivel;2.197116209341708;48.818189290119925;171;Bus;48.818189290119925, 2.1971162093417074;Chaville;92022
Guilleminot;2.1933758679912;48.81522307797226;171;Bus;48.81522307797226, 2.1933758679912;Chaville;92022
Puits Sans Vin;2.1870671193294795;48.808443809094086;171;Bus;48.808443809094086, 2.1870671193294795;Chaville;92022
Institut Notre-Dame;2.3184293542259797;48.78133844039988;172;Bus;48.78133844039988, 2.3184293542259793;Bourg-la-Reine;92014
Victor Hugo - Jean Jaurï¿½s;2.3109601164262936;48.89761096972901;173;Bus;48.89761096972901, 2.3109601164262936;Clichy;92024
Gï¿½nï¿½ral Leclerc - Victor Hugo;2.316845560459812;48.90126894491991;173;Bus;48.90126894491991, 2.3168455604598117;Clichy;92024
Victor Hugo - Sanzillon;2.319470332879128;48.90292064489682;173;Bus;48.90292064489682, 2.319470332879128;Clichy;92024
Anatole France Mï¿½tro;2.285391380882662;48.89117483466723;174;Bus;48.89117483466723, 2.285391380882662;Levallois-Perret;92044
Pont de Neuilly - Mï¿½tro;2.259177603888096;48.88546663170592;174;Bus;48.885466631705924, 2.259177603888096;Neuilly-sur-Seine;92051
Aristide Briand;2.2898288624469574;48.89380928558396;174;Bus;48.89380928558396, 2.2898288624469574;Levallois-Perret;92044
Chance - Milly;2.3017469992763986;48.89806122822692;174;Bus;48.89806122822692, 2.3017469992763986;Clichy;92024
Rï¿½publique - Franï¿½ois Mitterrand;2.3138738304992232;48.9031854903651;174;Bus;48.9031854903651, 2.3138738304992232;Clichy;92024
Grï¿½sillons - Fï¿½lix Ebouï¿½;2.307016501142392;48.91720225406301;175;Bus;48.917202254063014, 2.307016501142392;Gennevilliers;92036
Mairie;2.288391382273924;48.910168382811655;175;Bus;48.910168382811655, 2.288391382273924;Asniï¿½res-sur-Seine;92004
Gare d'Asniï¿½res;2.2809458781675667;48.90594210158046;175;Bus;48.90594210158046, 2.2809458781675667;Asniï¿½res-sur-Seine;92004
Place Mermoz;2.274146150837432;48.902447699969386;175;Bus;48.902447699969386, 2.274146150837432;Courbevoie;92026
Victor Hugo;2.253834528551353;48.89194463744187;175;Bus;48.89194463744187, 2.253834528551353;Courbevoie;92026
RD7 - Pont de Neuilly;2.252198552626125;48.88714997312351;175;Bus;48.88714997312351, 2.252198552626125;Puteaux;92062
Clavel;2.225208443587758;48.86158971844372;175;Bus;48.86158971844372, 2.225208443587758;Suresnes;92073
Feudon;2.223249265552953;48.84580212504768;175;Bus;48.84580212504768, 2.223249265552953;Saint-Cloud;92064
Pont de Saint-Cloud - Albert Kahn;2.2272066427486727;48.840827230275366;175;Bus;48.840827230275366, 2.2272066427486727;Boulogne-Billancourt;92012
Ancienne Mairie;2.2345692675048525;48.837708760564766;175;Bus;48.837708760564766, 2.2345692675048525;Boulogne-Billancourt;92012
Hï¿½tel de ville de Boulogne-Billancourt;2.2397088248603505;48.83562799881177;175;Bus;48.83562799881177, 2.2397088248603505;Boulogne-Billancourt;92012
