Département;Nom commune;code postal;Grand secteur d'activité;APE;Code région;Code département;Nombre d'établissements 2024;Effectifs salariés 2024
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8520Z Enseignement primaire;11.0;92.0;2.0;56.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8551Z Enseignement de disciplines sportives et d'activités de loisirs;11.0;92.0;4.0;6.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8621Z Activité des médecins généralistes;11.0;92.0;10.0;29.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8622A Activités de radiodiagnostic et de radiothérapie;11.0;92.0;1.0;2.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8622B Activités chirurgicales;11.0;92.0;4.0;7.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8623Z Pratique dentaire;11.0;92.0;16.0;31.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8690B Laboratoires d'analyses médicales;11.0;92.0;3.0;19.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8690D Activités des infirmiers et des sages-femmes;11.0;92.0;1.0;2.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8690E Activité profess. rééducation appareillage & pédicures-podologues;11.0;92.0;4.0;4.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8710A Hébergement médicalisé pour personnes âgées;11.0;92.0;4.0;241.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8720A Hébergement social pour handicapés mentaux et malades mentaux;11.0;92.0;1.0;47.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8810C Aide par le travail;11.0;92.0;4.0;296.0
Hauts-de-Seine;Meudon;92048.0;GS7 Services non marchands;8891B Accueil ou accompagnement sans hébergement d'enfants handicapés;11.0;92.0;1.0;13.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9313Z Activités des centres de culture physique;11.0;92.0;1.0;3.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9329Z Autres activités récréatives et de loisirs;11.0;92.0;2.0;2.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9412Z Activités des organisations professionnelles;11.0;92.0;1.0;1.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9523Z Réparation de chaussures et d'articles en cuir;11.0;92.0;1.0;1.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9603Z Services funéraires;11.0;92.0;2.0;3.0
Hauts-de-Seine;Meudon;92048.0;GS5 Autres services marchands hors intérim;9609Z Autres services personnels n.c.a.;11.0;92.0;5.0;9.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;1712Z Fabrication de papier et de carton;11.0;92.0;1.0;12.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;1812Z Autre imprimerie (labeur);11.0;92.0;6.0;91.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;2120Z Fabrication de préparations pharmaceutiques;11.0;92.0;1.0;106.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;2599B Fabrication d'autres articles métalliques;11.0;92.0;1.0;2.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;2814Z Fabrication d'autres articles de robinetterie;11.0;92.0;1.0;60.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;2815Z Fabrication d'engrenages et d'organes mécaniques de transmission;11.0;92.0;1.0;11.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;3012Z Construction de bateaux de plaisance;11.0;92.0;1.0;3.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;3299Z Autres activités manufacturières n.c.a.;11.0;92.0;1.0;14.0
Hauts-de-Seine;Montrouge;92049.0;GS1 Industrie;3511Z Production d'électricité;11.0;92.0;2.0;1097.0
Hauts-de-Seine;Montrouge;92049.0;GS2 Construction;4110A Promotion immobilière de logements;11.0;92.0;5.0;105.0
Hauts-de-Seine;Montrouge;92049.0;GS2 Construction;4321A Travaux d'installation électrique dans tous locaux;11.0;92.0;6.0;35.0
Hauts-de-Seine;Montrouge;92049.0;GS2 Construction;4329A Travaux d'isolation;11.0;92.0;1.0;13.0
Hauts-de-Seine;Montrouge;92049.0;GS2 Construction;4331Z Travaux de plâtrerie;11.0;92.0;2.0;33.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4511Z Commerce de voitures et de véhicules automobiles légers;11.0;92.0;10.0;181.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4520A Entretien et réparation de véhicules automobiles légers;11.0;92.0;8.0;44.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4532Z Commerce de détail d'équipements automobiles;11.0;92.0;1.0;2.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4540Z Commerce et réparation de motocycles;11.0;92.0;5.0;10.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4619B Autres intermédiaires du commerce en produits divers;11.0;92.0;1.0;9.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4639B Commerce de gros alimentaire non spécialisé;11.0;92.0;1.0;7.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4642Z Commerce de gros d'habillement et de chaussures;11.0;92.0;2.0;3.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4645Z Commerce de gros de parfumerie et de produits de beauté;11.0;92.0;1.0;1.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4651Z Comm. de gros d'ordinat., d'éqpts informatiq. périph. & logiciels;11.0;92.0;2.0;20.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4652Z Comm. de gros d'éqpts et composants électroniques et de télécomm.;11.0;92.0;4.0;42.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4669C Comm. gros de fournitures & équipts divers pour commerces & sces;11.0;92.0;2.0;2.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4673A Commerce de gros de bois et de matériaux de construction;11.0;92.0;6.0;58.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4674A Commerce de gros (commerce interentreprises) de quincaillerie;11.0;92.0;1.0;7.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4711B Commerce d'alimentation générale;11.0;92.0;11.0;38.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4711D Supermarchés;11.0;92.0;9.0;166.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4726Z Comm. détail de produits à base de tabac en magasin spécialisé;11.0;92.0;1.0;1.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4741Z Comm. détail ordinateurs unités périph. & logiciels (magas. spéc);11.0;92.0;1.0;14.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4761Z Commerce de détail de livres en magasin spécialisé;11.0;92.0;2.0;8.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4774Z Comm. détail d'articles médicaux & orthopédiques en magasin spéc.;11.0;92.0;7.0;51.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4775Z Comm. détail de parfumerie & produits de beauté en magasin spéc.;11.0;92.0;2.0;6.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4777Z Comm. détail d'articles horlogerie & bijouterie (magas. spéc.);11.0;92.0;2.0;10.0
Hauts-de-Seine;Montrouge;92049.0;GS3 Commerce;4778C Autres commerces de détail spécialisés divers;11.0;92.0;5.0;14.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;4932Z Transports de voyageurs par taxis;11.0;92.0;5.0;7.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;4941A Transports routiers de fret interurbains;11.0;92.0;7.0;19.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;5010Z Transports maritimes et côtiers de passagers;11.0;92.0;1.0;3.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;5320Z Autres activités de poste et de courrier;11.0;92.0;1.0;8.0
Hauts-de-Seine;Montrouge;92049.0;GS4 Hôtellerie-restauration;5510Z Hôtels et hébergement similaire;11.0;92.0;12.0;100.0
Hauts-de-Seine;Montrouge;92049.0;GS4 Hôtellerie-restauration;5610C Restauration de type rapide;11.0;92.0;43.0;235.0
Hauts-de-Seine;Montrouge;92049.0;GS4 Hôtellerie-restauration;5630Z Débits de boissons;11.0;92.0;11.0;38.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;5813Z Édition de journaux;11.0;92.0;1.0;4.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;5829B Edition de logiciels outils de développement et de langages;11.0;92.0;1.0;66.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6203Z Gestion d'installations informatiques;11.0;92.0;3.0;39.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6209Z Autres activités informatiques;11.0;92.0;2.0;27.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6419Z Autres intermédiations monétaires;11.0;92.0;17.0;6338.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6499Z Autres activ. serv. financiers sf assurance & c. de retraite, nca;11.0;92.0;1.0;1.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6619A Supports juridiques de gestion de patrimoine mobilier;11.0;92.0;2.0;2.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6621Z Évaluation des risques et dommages;11.0;92.0;2.0;9.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6820A Location de logements;11.0;92.0;6.0;58.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6820B Location de terrains et d'autres biens immobiliers;11.0;92.0;8.0;20.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;6832A Administration d'immeubles et autres biens immobiliers;11.0;92.0;10.0;401.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7021Z Conseil en relations publiques et communication;11.0;92.0;14.0;110.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7219Z Recherche-développement : autres sciences physiques et naturelles;11.0;92.0;3.0;746.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7312Z Régie publicitaire de médias;11.0;92.0;1.0;31.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7320Z Études de marché et sondages;11.0;92.0;1.0;27.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7410Z Activités spécialisées de design;11.0;92.0;10.0;74.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7490A Activité des économistes de la construction;11.0;92.0;1.0;6.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7490B Activités spécialisées, scientifiques et techniques diverses;11.0;92.0;7.0;54.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7711A Location de courte durée voitures & véhicules auto. légers;11.0;92.0;5.0;25.0
Hauts-de-Seine;Montrouge;92049.0;GS6 Intérim;7820Z Activités des agences de travail temporaire;11.0;92.0;3.0;108.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;7830Z Autre mise à disposition de ressources humaines;11.0;92.0;3.0;113.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8010Z Activités de sécurité privée;11.0;92.0;1.0;5.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8110Z Activités combinées de soutien lié aux bâtiments;11.0;92.0;98.0;125.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8121Z Nettoyage courant des bâtiments;11.0;92.0;9.0;188.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8220Z Activités de centres d'appels;11.0;92.0;1.0;49.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8230Z Organisation de foires, salons professionnels et congrès;11.0;92.0;2.0;2.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;8291Z Activ. de recouvrement factures & d'info. financ. s/la clientèle;11.0;92.0;3.0;13.0
Hauts-de-Seine;Montrouge;92049.0;GS7 Services non marchands;8532Z Enseignement secondaire technique ou professionnel;11.0;92.0;1.0;19.0
Hauts-de-Seine;Montrouge;92049.0;GS7 Services non marchands;8622A Activités de radiodiagnostic et de radiothérapie;11.0;92.0;2.0;9.0
Hauts-de-Seine;Montrouge;92049.0;GS7 Services non marchands;8730A Hébergement social pour personnes âgées;11.0;92.0;2.0;13.0
Hauts-de-Seine;Montrouge;92049.0;GS7 Services non marchands;8810A Aide à domicile;11.0;92.0;3.0;122.0
Hauts-de-Seine;Montrouge;92049.0;GS7 Services non marchands;8891A Accueil de jeunes enfants;11.0;92.0;22.0;321.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9003A Création artistique relevant des arts plastiques;11.0;92.0;1.0;0.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9003B Autre création artistique;11.0;92.0;2.0;1.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9104Z Gest. des jardins botaniques et zoolog. et des réserv. naturelles;11.0;92.0;1.0;3.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9313Z Activités des centres de culture physique;11.0;92.0;3.0;17.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9491Z Activités des organisations religieuses;11.0;92.0;4.0;9.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9601B Blanchisserie-teinturerie de détail;11.0;92.0;4.0;10.0
Hauts-de-Seine;Montrouge;92049.0;GS5 Autres services marchands hors intérim;9602A Coiffure;11.0;92.0;21.0;84.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;0812Z Exploit gravieres & sablieres, extraction argiles & kaolin;11.0;92.0;1.0;3.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;1011Z Transformation et conservation de la viande de boucherie;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;1085Z Fabrication de plats préparés;11.0;92.0;3.0;53.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;1813Z Activités de pré-presse;11.0;92.0;1.0;21.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2016Z Fabrication de matières plastiques de base;11.0;92.0;1.0;20.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2229B Fabrication produits de consommation courante en plastique;11.0;92.0;1.0;154.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2370Z Taille, façonnage et finissage de pierres;11.0;92.0;1.0;12.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2511Z Fabrication de structures métalliques et de parties de structures;11.0;92.0;2.0;7.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2599A Fabrication d'articles métalliques ménagers;11.0;92.0;1.0;2.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2620Z Fabrication d'ordinateurs et d'équipements périphériques;11.0;92.0;2.0;247.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;2895Z Fabrication de machines pour les industries du papier et carton;11.0;92.0;1.0;76.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3102Z Fabrication de meubles de cuisine;11.0;92.0;1.0;4.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3213Z Fabrication articles bijouterie fantaisie & articles similaires;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3220Z Fabrication d'instruments de musique;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3312Z Réparation de machines et équipements mécaniques;11.0;92.0;1.0;2.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3320B Installation de machines et équipements mécaniques;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3320D Instal. éqpts électriq, mat. électro. et optiq. ou aut. matériels;11.0;92.0;1.0;209.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3511Z Production d'électricité;11.0;92.0;1.0;18.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3513Z Distribution d'électricité;11.0;92.0;5.0;1537.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3522Z Distribution de combustibles gazeux par conduites;11.0;92.0;3.0;228.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3700Z Collecte et traitement des eaux usées;11.0;92.0;1.0;18.0
Hauts-de-Seine;Nanterre;92050.0;GS1 Industrie;3832Z Récupération de déchets triés;11.0;92.0;4.0;40.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4110C Promotion immobilière d'autres bâtiments;11.0;92.0;1.0;33.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4120A Construction de maisons individuelles;11.0;92.0;35.0;116.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4120B Construction d'autres bâtiments;11.0;92.0;19.0;1145.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4213B Construction et entretien de tunnels;11.0;92.0;2.0;1730.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4222Z Construction de réseaux électriques et de télécommunications;11.0;92.0;3.0;215.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4299Z Construction d'autres ouvrages de génie civil n.c.a.;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4312B Travaux de terrassement spécialisés ou de grande masse;11.0;92.0;1.0;157.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4321A Travaux d'installation électrique dans tous locaux;11.0;92.0;64.0;1523.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4322B Travaux d'installation équipements thermiques et climatisation;11.0;92.0;15.0;129.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4331Z Travaux de plâtrerie;11.0;92.0;2.0;3.0
Hauts-de-Seine;Nanterre;92050.0;GS2 Construction;4339Z Autres travaux de finition;11.0;92.0;5.0;25.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4519Z Commerce d'autres véhicules automobiles;11.0;92.0;1.0;27.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4531Z Commerce de gros d'équipements automobiles;11.0;92.0;7.0;346.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4614Z Interm. comm. machines, équipts industriels, navires et avions;11.0;92.0;1.0;31.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4619B Autres intermédiaires du commerce en produits divers;11.0;92.0;4.0;88.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4638B Commerce de gros alimentaire spécialisé divers;11.0;92.0;6.0;13.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4643Z Commerce de gros d'appareils électroménagers;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4649Z Commerce de gros d'autres biens domestiques;11.0;92.0;4.0;27.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4652Z Comm. de gros d'éqpts et composants électroniques et de télécomm.;11.0;92.0;14.0;501.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4666Z Commerce de gros d'autres machines et équipements de bureau;11.0;92.0;2.0;50.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4669B Commerce de gros de fournitures et équipements industriels divers;11.0;92.0;27.0;795.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4669C Comm. gros de fournitures & équipts divers pour commerces & sces;11.0;92.0;7.0;33.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4671Z Commerce de gros de combustibles et de produits annexes;11.0;92.0;1.0;77.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4690Z Commerce de gros (commerce interentreprises) non spécialisé;11.0;92.0;16.0;73.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4711D Supermarchés;11.0;92.0;12.0;277.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4711F Hypermarchés;11.0;92.0;1.0;161.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4719B Autres commerces de détail en magasin non spécialisé;11.0;92.0;2.0;17.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4723Z Comm. détail poissons crustacés & mollusques (magasin spécialisé);11.0;92.0;1.0;2.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4725Z Commerce de détail de boissons en magasin spécialisé;11.0;92.0;3.0;12.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4742Z Comm. détail matériels télécommunication (magasin spécialisé);11.0;92.0;2.0;6.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4752A Comm. détail de quincaillerie, peintures et verres (mag.< 400 m2);11.0;92.0;1.0;19.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4752B Comm. détail de quincaillerie, peintures et verres (mag.> 400 m2);11.0;92.0;3.0;238.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4754Z Commerce de détail appareils électroménagers (magasin spécialisé);11.0;92.0;3.0;29.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4759A Commerce de détail de meubles;11.0;92.0;1.0;3.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4764Z Commerce de détail d'articles de sport en magasin spécialisé;11.0;92.0;4.0;9.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4772B Commerce de détail de maroquinerie et d'articles de voyage;11.0;92.0;2.0;3.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4773Z Commerce de détail produits pharmaceutiques (magasin spécialisé);11.0;92.0;23.0;156.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4778A Commerces de détail d'optique;11.0;92.0;12.0;42.0
Hauts-de-Seine;Nanterre;92050.0;GS3 Commerce;4791B Vente à distance sur catalogue spécialisé;11.0;92.0;3.0;36.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;4950Z Transports par conduites;11.0;92.0;1.0;7.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5221Z Services auxiliaires des transports terrestres;11.0;92.0;8.0;251.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5320Z Autres activités de poste et de courrier;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS4 Hôtellerie-restauration;5621Z Services des traiteurs;11.0;92.0;8.0;71.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5814Z Édition de revues et périodiques;11.0;92.0;1.0;5.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5829C Edition de logiciels applicatifs;11.0;92.0;7.0;112.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5911A Production de films et de programmes pour la télévision;11.0;92.0;3.0;9.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5912Z Post-production films cinématograph. vidéo & prog. de télévision;11.0;92.0;4.0;17.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5913B Edition et distribution vidéo;11.0;92.0;1.0;4.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;5914Z Projection de films cinématographiques;11.0;92.0;1.0;17.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6110Z Télécommunications filaires;11.0;92.0;7.0;457.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6312Z Portails Internet;11.0;92.0;5.0;16.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6391Z Activités des agences de presse;11.0;92.0;1.0;9.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6430Z Fonds de placement et entités financières similaires;11.0;92.0;4.0;71.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6492Z Autre distribution de crédit;11.0;92.0;2.0;742.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6512Z Autres assurances;11.0;92.0;12.0;7006.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6612Z Courtage de valeurs mobilières et de marchandises;11.0;92.0;1.0;1.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6621Z Évaluation des risques et dommages;11.0;92.0;4.0;349.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6629Z Aut. activités auxiliaires d'assurance et de caisses de retraite;11.0;92.0;2.0;29.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6630Z Gestion de fonds;11.0;92.0;14.0;1086.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6810Z Activités des marchands de biens immobiliers;11.0;92.0;4.0;23.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;6910Z Activités juridiques;11.0;92.0;21.0;207.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7112B Ingénierie, études techniques;11.0;92.0;89.0;5269.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7219Z Recherche-développement : autres sciences physiques et naturelles;11.0;92.0;2.0;1123.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7311Z Activités des agences de publicité;11.0;92.0;17.0;127.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7320Z Études de marché et sondages;11.0;92.0;1.0;171.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7490A Activité des économistes de la construction;11.0;92.0;1.0;9.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7490B Activités spécialisées, scientifiques et techniques diverses;11.0;92.0;16.0;3083.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7500Z Activités vétérinaires;11.0;92.0;3.0;16.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7810Z Activités des agences de placement de main-d'oeuvre;11.0;92.0;4.0;266.0
Hauts-de-Seine;Nanterre;92050.0;GS6 Intérim;7820Z Activités des agences de travail temporaire;11.0;92.0;14.0;460.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;7990Z Autres services de réservation et activités connexes;11.0;92.0;2.0;123.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;8010Z Activités de sécurité privée;11.0;92.0;16.0;1188.0
Hauts-de-Seine;Nanterre;92050.0;GS5 Autres services marchands hors intérim;8299Z Autres activités de soutien aux entreprises n.c.a.;11.0;92.0;29.0;1006.0
Hauts-de-Seine;Nanterre;92050.0;GS7 Services non marchands;8413Z Administration publique (tutelle) des activités économiques;11.0;92.0;1.0;31.0
