route_id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;OperatorName;shortName;mode;Pointgeo;Nom_commune;Code_insee
IDFM:C01409;N53;IDFM:23749;Place de la Boule - Joffre;2.1993728013059815;48.88676342772813;RATP;N53;Bus;48.88676342772813, 2.1993728013059815;Nanterre;92050
IDFM:C01409;N53;IDFM:7926;Place Besche;2.1874204008764337;48.86879481002674;RATP;N53;Bus;48.86879481002674, 2.1874204008764337;Rueil-Malmaison;92063
IDFM:C01409;N53;IDFM:34368;Garibaldi;2.2182248815054852;48.86280340591765;RATP;N53;Bus;48.86280340591765, 2.2182248815054852;Suresnes;92073
IDFM:C01409;N53;IDFM:26093;Rue des Bourets - Pont de Suresnes;2.2256079427327817;48.86772592317257;RATP;N53;Bus;48.86772592317257, 2.2256079427327817;Suresnes;92073
IDFM:C01409;N53;IDFM:34399;Suresnes Longchamp;2.2220193364428336;48.867945476620555;RATP;N53;Bus;48.867945476620555, 2.2220193364428336;Suresnes;92073
IDFM:C01409;N53;IDFM:28534;Val d'Or;2.2134667005555193;48.860155086512414;RATP;N53;Bus;48.860155086512414, 2.2134667005555193;Suresnes;92073
IDFM:C01409;N53;IDFM:28806;Place Jean Jaur�s;2.209051325064662;48.863687457094045;RATP;N53;Bus;48.863687457094045, 2.209051325064662;Suresnes;92073
IDFM:C01409;N53;IDFM:36773;Place Besche;2.1863367840987475;48.869219140503965;RATP;N53;Bus;48.869219140503965, 2.1863367840987475;Rueil-Malmaison;92063
IDFM:C01409;N53;IDFM:36772;Zurich;2.183406038967067;48.87180731860333;RATP;N53;Bus;48.87180731860333, 2.183406038967067;Rueil-Malmaison;92063
IDFM:C01409;N53;IDFM:27266;Boulevard National;2.1931919705696625;48.88432068906591;RATP;N53;Bus;48.88432068906591, 2.1931919705696625;Nanterre;92050
IDFM:C01409;N53;IDFM:26206;Esplanade Charles de Gaulle;2.222414821476529;48.89533307540753;RATP;N53;Bus;48.89533307540753, 2.222414821476529;Nanterre;92050
IDFM:C01416;N16;IDFM:7866;Pont de Levallois - B�con;2.280636371184183;48.89674917542811;RATP;N16;Bus;48.89674917542811, 2.280636371184183;Levallois-Perret;92044
IDFM:C01417;N15;IDFM:24433;Victor Hugo - 8 mai 1945;2.3101003131223643;48.898676212157916;RATP;N15;Bus;48.898676212157916, 2.3101003131223643;Clichy;92024
IDFM:C01418;N14;IDFM:36328;Gabriel P�ri;2.3253663582088366;48.81848701959246;RATP;N14;Bus;48.81848701959246, 2.3253663582088366;Montrouge;92049
IDFM:C01418;N14;IDFM:40335;Jean-Marin Naudin;2.32305978732836;48.80522596993228;RATP;N14;Bus;48.80522596993228, 2.32305978732836;Bagneux;92007
IDFM:C01418;N14;IDFM:28525;Grange Ory / Arcueil Cachan;2.3236810594290036;48.80141604481147;RATP;N14;Bus;48.80141604481147, 2.3236810594290036;Bagneux;92007
IDFM:C01418;N14;IDFM:12319;Rue du 8 Mai 1945;2.314845457636007;48.782721028979296;RATP;N14;Bus;48.782721028979296, 2.314845457636007;Bourg-la-Reine;92014
IDFM:C01419;N13;IDFM:34168;Victor Hugo;2.2733497328761434;48.827571808662356;RATP;N13;Bus;48.827571808662356, 2.2733497328761434;Issy-les-Moulineaux;92040
IDFM:C01419;N13;IDFM:37260;Maison de Retraite;2.2752295064557635;48.82855454791718;RATP;N13;Bus;48.82855454791718, 2.2752295064557635;Issy-les-Moulineaux;92040
IDFM:C01419;N13;IDFM:37259;S�verine;2.2786851143115534;48.83084187776406;RATP;N13;Bus;48.83084187776406, 2.2786851143115534;Issy-les-Moulineaux;92040
IDFM:C01420;N12;IDFM:25510;Ren� Descartes;2.2474867762235378;48.83477780663398;RATP;N12;Bus;48.83477780663398, 2.2474867762235378;Boulogne-Billancourt;92012
IDFM:C01422;N153;IDFM:10069;Jules Quentin - Nanterre Ville-RER;2.1925333502500663;48.895135320473;RATP;N153;Bus;48.895135320473, 2.1925333502500663;Nanterre;92050
IDFM:C01336;MONTBUS;IDFM:488474;Verdier / Marne;2.3072564420244412;48.81614399487024;Transdev Vall�e Sud;MONTBUS;Bus;48.81614399487024, 2.3072564420244412;Montrouge;92049
IDFM:C01336;MONTBUS;IDFM:7842;Gabrielle De Guerchy;2.323044109584439;48.81902251902335;Transdev Vall�e Sud;MONTBUS;Bus;48.81902251902335, 2.323044109584439;Montrouge;92049
IDFM:C01338;EOLIEN;IDFM:26196;Montaigne;2.23908527355324;48.88580828223401;RATP;EOLIEN;Bus;48.88580828223401, 2.23908527355324;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:26187;Godefroy - Quai de Dion Bouton;2.243870216626369;48.88028966435267;RATP;EOLIEN;Bus;48.88028966435267, 2.243870216626369;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:39349;Gare de Puteaux;2.2341656116075606;48.883726419864885;RATP;EOLIEN;Bus;48.883726419864885, 2.2341656116075606;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:28430;Bellini;2.2504816364025;48.88610500029182;RATP;EOLIEN;Bus;48.88610500029182, 2.2504816364025;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:35859;Rousselle;2.2439999903330827;48.886379018204394;RATP;EOLIEN;Bus;48.886379018204394, 2.2439999903330827;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:26197;Centre M�dico Social - Fran�oise Dolto;2.2392969054195473;48.88532398391925;RATP;EOLIEN;Bus;48.88532398391925, 2.2392969054195473;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:39445;Bas Rogers;2.2356260156490704;48.87992254024949;RATP;EOLIEN;Bus;48.87992254024949, 2.2356260156490704;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:26191;Wallace Voilin;2.2359808636586775;48.88175946567084;RATP;EOLIEN;Bus;48.88175946567084, 2.2359808636586775;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:39446;Volta;2.233195414795852;48.87645350882385;RATP;EOLIEN;Bus;48.87645350882385, 2.233195414795852;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:39449;R�sidence Verdun;2.2354382673887154;48.878779173765786;RATP;EOLIEN;Bus;48.878779173765786, 2.2354382673887154;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:39447;Wallace - Jaur�s;2.2376475250297223;48.880618931314274;RATP;EOLIEN;Bus;48.880618931314274, 2.2376475250297223;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:24583;March� de Puteaux;2.238294000660473;48.88303328339896;RATP;EOLIEN;Bus;48.88303328339896, 2.238294000660473;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:478908;Palissy;2.2290405240873232;48.8844939410761;RATP;EOLIEN;Bus;48.8844939410761, 2.2290405240873232;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:24581;Gutenberg;2.227734817348212;48.8833433622194;RATP;EOLIEN;Bus;48.8833433622194, 2.227734817348212;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:423683;Les Berg�res;2.2290089144731566;48.88570784730329;RATP;EOLIEN;Bus;48.88570784730329, 2.2290089144731566;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:36795;Les Graviers;2.2332341617425278;48.88771352599465;RATP;EOLIEN;Bus;48.88771352599465, 2.2332341617425278;Puteaux;92062
IDFM:C01338;EOLIEN;IDFM:26188;Berthelot - Carr� Vert;2.2306136247198607;48.88970223836681;RATP;EOLIEN;Bus;48.88970223836681, 2.2306136247198607;Nanterre;92050
IDFM:C01338;EOLIEN;IDFM:36886;Cimeti�re Nouveau;2.2278838236776046;48.89260750821307;RATP;EOLIEN;Bus;48.89260750821307, 2.2278838236776046;Nanterre;92050
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:33371;Mairie de Suresnes;2.22439841869994;48.87113563601869;RATP;AS;Bus;48.87113563601869, 2.22439841869994;Suresnes;92073
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:36784;Lyc�e Paul Langevin;2.2221817214771806;48.87715589219482;RATP;AS;Bus;48.87715589219482, 2.2221817214771806;Suresnes;92073
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:479115;Salengro - Cimeti�re Voltaire;2.2289337012947796;48.8797357285748;RATP;AS;Bus;48.8797357285748, 2.2289337012947796;Suresnes;92073
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:7997;Capitaine Ferber;2.2264630862066563;48.87899132050112;RATP;AS;Bus;48.87899132050112, 2.2264630862066563;Suresnes;92073
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:479132;Mairie Desbassayns;2.2256695406779543;48.87000168780556;RATP;AS;Bus;48.87000168780556, 2.2256695406779543;Suresnes;92073
IDFM:C01340;AS AUTOBUS SURESNOIS;IDFM:479111;Emmanuel Kant;2.2036217065288146;48.8612951214384;RATP;AS;Bus;48.8612951214384, 2.2036217065288146;Suresnes;92073
IDFM:C01345;559A;IDFM:30189;Garches;2.208597757369426;48.87828997387401;RATP;559A;Bus;48.87828997387401, 2.208597757369426;Nanterre;92050
IDFM:C01345;559A;IDFM:7892;Les Chailliers;2.205899628209921;48.87818217166333;RATP;559A;Bus;48.87818217166333, 2.205899628209921;Nanterre;92050
IDFM:C01349;564;IDFM:24766;Bois Pr�au;2.175014631891474;48.87481658211393;RATP;564;Bus;48.87481658211393, 2.175014631891474;Rueil-Malmaison;92063
IDFM:C01349;564;IDFM:36778;Place Richelieu;2.181088842281752;48.87350925822539;RATP;564;Bus;48.87350925822539, 2.181088842281752;Rueil-Malmaison;92063
IDFM:C01349;564;IDFM:24767;George Sand;2.176303008584866;48.871803617491494;RATP;564;Bus;48.871803617491494, 2.176303008584866;Rueil-Malmaison;92063
